run,turn,card_id,choice,wealth,morale,stability,progress
4,31,11,0,80,90,15,160
4,32,48,1,80,90,15,160
4,33,38,1,85,90,15,160
4,34,40,1,85,80,25,160
4,35,23,0,75,80,25,170
4,36,22,1,75,85,15,170
4,37,9,0,65,85,15,175
4,38,27,1,65,100,10,175
4,39,19,1,65,100,10,175
4,40,31,0,65,110,0,175
4,41,13,1,70,115,0,175
4,42,4,0,55,130,0,175
4,43,39,0,45,145,0,175
4,44,45,0,45,145,0,190
4,45,27,0,55,135,0,190
4,46,43,0,75,135,-10,190
4,47,46,0,65,135,-10,205
4,48,29,1,65,155,-30,205
4,49,40,0,65,165,-40,205
4,50,39,1,70,165,-40,205
4,51,26,0,60,165,-40,215
4,52,14,0,60,165,-40,225
4,53,60,1,60,175,-40,225
4,54,38,0,50,185,-40,225
4,55,42,1,50,190,-40,225
4,56,46,0,40,190,-40,240
4,57,22,0,30,190,-30,240
4,58,24,1,35,190,-30,240
4,59,16,1,35,190,-40,240
4,60,41,1,40,180,-40,240
4,61,5,1,45,180,-50,240
4,62,42,1,45,185,-50,240
4,63,9,0,35,185,-50,245
4,64,26,0,25,185,-50,255
4,65,7,0,10,195,-50,255
4,66,14,0,10,195,-50,265
4,67,19,0,10,195,-50,265
4,68,47,1,10,195,-50,265
4,69,42,0,-5,195,-50,280
4,70,1,0,5,195,-60,280
4,71,17,1,-25,195,-45,280
4,72,14,1,-25,205,-45,280
4,73,37,1,-15,205,-45,280
4,74,26,1,-5,205,-50,280
4,75,13,0,-5,205,-50,300
4,76,48,1,-5,205,-50,300
4,77,19,0,-5,205,-50,300
4,78,38,0,-15,215,-50,300
4,79,21,1,-10,215,-60,300
4,80,12,0,-15,225,-60,300
4,81,16,1,-15,225,-70,300
4,82,28,0,-35,225,-70,315
4,83,30,1,-35,225,-60,315
4,84,45,1,-35,235,-60,315
4,85,18,1,-25,235,-60,315
4,86,46,0,-35,235,-60,330
4,87,23,0,-45,235,-60,340
4,88,21,1,-40,235,-70,340
4,89,15,0,-25,230,-70,340
4,90,27,0,-15,220,-70,340
4,91,30,1,-15,220,-60,340
4,92,20,0,-25,220,-45,340
4,93,21,0,-35,220,-25,340
4,94,7,0,-50,230,-25,340
4,95,10,1,-35,230,-35,340
4,96,13,1,-30,235,-35,340
4,97,5,0,-40,235,-30,340
4,98,61,0,-40,235,-10,340
4,99,20,1,-40,245,-25,340
5,0,36,0,50,45,50,65
5,1,19,0,50,45,50,65
5,2,5,0,40,45,55,65
5,3,10,1,55,45,45,65
5,4,17,1,25,45,60,65
5,5,36,0,25,40,60,80
5,6,30,1,25,40,70,80
5,7,39,0,15,55,70,80
5,8,26,1,25,55,65,80
5,9,1,1,15,55,65,85
5,10,42,0,0,55,65,100
5,11,4,1,10,55,65,100
5,12,19,1,10,55,65,100
5,13,43,1,10,55,70,95
5,14,39,0,0,70,70,95
5,15,31,0,0,80,60,95
5,16,24,0,-5,80,60,95
5,17,5,1,0,80,50,95
5,18,23,0,-10,80,50,105
5,19,29,1,-10,100,30,105
5,20,38,1,-5,100,30,105
5,21,25,1,-5,110,30,105
5,22,12,1,0,110,30,105
5,23,41,0,-10,125,30,105
5,24,26,1,0,125,25,105
5,25,44,1,5,125,25,105
5,26,24,1,10,125,25,105
5,27,3,0,25,125,20,105
5,28,4,1,35,125,20,105
5,29,6,0,45,125,15,105
5,30,25,0,45,120,15,105
5,31,11,0,40,120,15,105
5,32,1,0,50,120,5,105
5,33,14,1,50,130,5,105
5,34,23,1,50,135,0,105
5,35,41,0,40,150,0,105
5,36,9,0,30,150,0,110
5,37,2,1,35,150,-10,110
5,38,32,0,35,170,-25,110
5,39,33,1,35,185,-25,110
5,40,27,1,35,200,-30,110
5,41,44,1,40,200,-30,110
5,42,3,0,55,200,-35,110
5,43,38,0,45,210,-35,110
5,44,25,1,45,220,-35,110
5,45,12,1,50,220,-35,110
5,46,20,0,40,220,-20,110
5,47,30,1,40,220,-10,110
5,48,41,1,45,210,-10,110
5,49,29,1,45,230,-30,110
5,50,22,1,45,235,-40,110
5,51,38,1,50,235,-40,110
5,52,46,1,55,235,-40,110
