run,turn,card_id,choice,resources,moral,stability,progress
3,82,25,1,-265,365,-55,255
3,83,43,1,-265,365,-50,250
3,84,48,0,-265,365,-50,280
3,85,41,1,-260,355,-50,280
3,86,36,1,-260,365,-50,280
3,87,3,1,-270,365,-50,290
3,88,41,1,-265,355,-50,290
3,89,7,0,-280,365,-50,290
3,90,42,0,-295,365,-50,305
3,91,29,0,-315,365,-45,305
3,92,17,0,-335,385,-45,305
3,93,1,1,-345,385,-45,310
3,94,45,0,-345,385,-45,325
3,95,14,0,-345,385,-45,335
3,96,17,1,-375,385,-30,335
3,97,11,1,-370,385,-30,335
3,98,41,1,-365,375,-30,335
3,99,7,1,-360,375,-30,335
4,0,37,1,60,50,50,50
4,1,24,1,65,50,50,50
4,2,18,1,75,50,50,50
4,3,37,0,60,70,50,50
4,4,43,1,60,70,55,45
4,5,42,1,60,75,55,45
4,6,8,1,45,75,55,55
4,7,29,1,45,95,35,55
4,8,11,0,40,95,35,55
4,9,8,1,25,95,35,65
4,10,15,1,25,100,35,65
4,11,5,1,30,100,25,65
4,12,8,1,15,100,25,75
4,13,46,0,5,100,25,90
4,14,11,0,0,100,25,90
4,15,42,0,-15,100,25,105
4,16,18,0,-45,100,25,135
4,17,21,1,-40,100,15,135
4,18,12,1,-35,100,15,135
4,19,1,0,-25,100,5,135
4,20,14,0,-25,100,5,145
4,21,28,1,-15,100,5,145
4,22,22,0,-25,100,15,145
4,23,16,1,-25,100,5,145
4,24,41,0,-35,115,5,145
4,25,18,1,-25,115,5,145
4,26,23,0,-35,115,5,155
4,27,27,0,-25,105,5,155
4,28,4,1,-15,105,5,155
4,29,39,0,-25,120,5,155
4,30,2,1,-20,120,-5,155
4,31,26,0,-30,120,-5,165
4,32,12,0,-35,130,-5,165
4,33,46,0,-45,130,-5,180
4,34,7,0,-60,140,-5,180
4,35,44,1,-55,140,-5,180
4,36,18,1,-45,140,-5,180
4,37,7,1,-40,140,-5,180
4,38,20,0,-50,140,10,180
4,39,20,1,-50,150,-5,180
4,40,19,0,-50,150,-5,180
4,41,30,1,-50,150,5,180
4,42,10,1,-35,150,-5,180
4,43,7,1,-30,150,-5,180
4,44,16,0,-45,160,-5,180
4,45,25,1,-45,170,-5,180
4,46,26,1,-35,170,-10,180
4,47,27,0,-25,160,-10,180
4,48,10,1,-10,160,-20,180
4,49,10,1,5,160,-30,180
4,50,4,1,15,160,-30,180
4,51,8,0,15,165,-40,180
4,52,46,0,5,165,-40,195
4,53,15,0,20,160,-40,195
4,54,15,1,20,165,-40,195
4,55,42,1,20,170,-40,195
4,56,16,0,5,180,-40,195
4,57,21,0,-5,180,-20,195
4,58,6,1,-15,180,-20,205
4,59,20,0,-25,180,-5,205
4,60,7,0,-40,190,-5,205
4,61,5,1,-35,190,-15,205
4,62,24,0,-40,190,-15,205
4,63,43,1,-40,190,-10,200
4,64,39,1,-35,190,-10,200
4,65,45,1,-35,200,-10,200
4,66,4,1,-25,200,-10,200
4,67,17,1,-55,200,5,200
4,68,42,0,-70,200,5,215
4,69,13,0,-70,200,5,235
4,70,45,0,-70,200,5,250
4,71,9,1,-65,200,5,250
4,72,48,0,-65,200,5,280
4,73,30,1,-65,200,15,280
4,74,28,0,-85,200,15,295
4,75,13,0,-85,200,15,315
4,76,12,0,-90,210,15,315
4,77,22,1,-90,215,5,315
4,78,11,0,-95,215,5,315
4,79,38,1,-90,215,5,315
4,80,4,0,-105,230,5,315
4,81,17,0,-125,250,5,315
4,82,1,0,-115,250,-5,315
4,83,20,0,-125,250,10,315
4,84,40,1,-125,240,20,315
4,85,1,0,-115,240,10,315
4,86,16,1,-115,240,0,315
4,87,8,0,-115,245,-10,315
4,88,1,1,-125,245,-10,320
4,89,22,1,-125,250,-20,320
4,90,14,1,-125,260,-20,320
4,91,13,0,-125,260,-20,340
4,92,13,0,-125,260,-20,360
4,93,14,0,-125,260,-20,370
4,94,41,0,-135,275,-20,370
4,95,12,1,-130,275,-20,370
4,96,2,0,-140,275,0,370
4,97,36,0,-140,270,0,385
4,98,14,1,-140,280,0,385
4,99,2,0,-150,280,20,385
5,0,25,1,50,60,50,50
5,1,18,0,20,60,50,80
5,2,43,1,20,60,55,75
5,3,17,0,0,80,55,75
5,4,9,1,5,80,55,75
5,5,13,0,5,80,55,95
5,6,39,0,-5,95,55,95
5,7,7,1,0,95,55,95
5,8,48,0,0,95,55,125
5,9,24,0,-5,95,55,125
5,10,36,1,-5,105,55,125
5,11,26,0,-15,105,55,135
5,12,4,0,-30,120,55,135
5,13,15,1,-30,125,55,135
5,14,44,1,-25,125,55,135
5,15,11,0,-30,125,55,135
5,16,2,1,-25,125,45,135
5,17,45,0,-25,125,45,150
5,18,11,1,-20,125,45,150
5,19,40,1,-20,115,55,150
5,20,20,1,-20,125,40,150
5,21,45,0,-20,125,40,165
5,22,25,1,-20,135,40,165
5,23,20,1,-20,145,25,165
5,24,3,0,-5,145,20,165
5,25,29,0,-25,145,25,165
5,26,4,0,-40,160,25,165
5,27,9,1,-35,160,25,165
5,28,29,1,-35,180,5,165
5,29,45,0,-35,180,5,180
5,30,2,0,-45,180,25,180
5,31,40,1,-45,170,35,180
5,32,19,1,-45,170,35,180
5,33,9,0,-55,170,35,185
5,34,12,0,-60,180,35,185
5,35,46,0,-70,180,35,200
5,36,1,0,-60,180,25,200
5,37,37,0,-75,200,25,200
5,38,22,1,-75,205,15,200
5,39,8,1,-90,205,15,210
5,40,10,0,-100,215,15,210
5,41,47,1,-100,215,15,210
5,42,5,1,-95,215,5,210
5,43,26,1,-85,215,0,210
5,44,22,0,-95,215,10,210
5,45,40,0,-95,225,0,210
5,46,8,1,-110,225,0,220
5,47,20,0,-120,225,15,220
5,48,3,1,-130,225,15,230
5,49,15,1,-130,230,15,230
5,50,15,1,-130,235,15,230
5,51,24,1,-125,235,15,230
5,52,27,1,-125,250,10,230
5,53,2,0,-135,250,30,230
5,54,11,0,-140,250,30,230
5,55,21,0,-150,250,50,230
5,56,11,0,-155,250,50,230
5,57,25,0,-155,245,50,230
5,58,42,1,-155,250,50,230
5,59,38,1,-150,250,50,230
5,60,7,0,-165,260,50,230
5,61,21,1,-160,260,40,230
5,62,15,0,-145,255,40,230
5,63,17,1,-175,255,55,230
5,64,8,1,-190,255,55,240
5,65,26,1,-180,255,50,240
5,66,12,0,-185,265,50,240
5,67,14,1,-185,275,50,240
5,68,15,0,-170,270,50,240
5,69,10,0,-180,280,50,240
5,70,2,1,-175,280,40,240
5,71,47,0,-175,280,40,255
5,72,36,0,-175,275,40,270
5,73,48,0,-175,275,40,300
5,74,25,1,-175,285,40,300
5,75,3,0,-160,285,35,300
5,76,9,0,-170,285,35,305
5,77,4,1,-160,285,35,305
5,78,10,0,-170,295,35,305
5,79,11,0,-175,295,35,305
5,80,30,0,-175,295,25,330
5,81,17,0,-195,315,25,330
5,82,47,1,-195,315,25,330
5,83,17,0,-215,335,25,330
5,84,44,1,-210,335,25,330
5,85,36,0,-210,330,25,345
5,86,9,0,-220,330,25,350
5,87,25,0,-220,325,25,350
5,88,3,0,-205,325,20,350
5,89,2,0,-215,325,40,350
5,90,3,0,-200,325,35,350
5,91,26,1,-190,325,30,350
5,92,27,1,-190,340,25,350
5,93,5,1,-185,340,15,350
5,94,7,1,-180,340,15,350
5,95,9,1,-175,340,15,350
5,96,19,0,-175,340,15,350
5,97,46,0,-185,340,15,365
5,98,36,1,-185,350,15,365
5,99,38,1,-180,350,15,365
6,0,7,0,35,60,50,50
6,1,3,1,25,60,50,60
6,2,22,0,15,60,60,60
6,3,26,0,5,60,60,70
6,4,44,1,10,60,60,70
6,5,46,0,0,60,60,85
6,6,36,1,0,70,60,85
6,7,13,0,0,70,60,105
6,8,18,1,10,70,60,105
6,9,10,0,0,80,60,105
6,10,15,0,15,75,60,105
6,11,17,1,-15,75,75,105
6,12,3,1,-25,75,75,115
6,13,3,0,-10,75,70,115
6,14,2,1,-5,75,60,115
6,15,46,1,0,75,60,115
6,16,12,0,-5,85,60,115
6,17,46,1,0,85,60,115
6,18,41,1,5,75,60,115
6,19,23,1,5,80,55,115
6,20,30,0,5,80,45,140
6,21,37,1,15,80,45,140
6,22,37,1,25,80,45,140
6,23,21,1,30,80,35,140
6,24,3,0,45,80,30,140
6,25,24,0,40,80,30,140
6,26,29,1,40,100,10,140
6,27,2,0,30,100,30,140
6,28,28,1,40,100,30,140
