run,turn,card_id,choice,wealth,morale,stability,progress
5,53,22,0,-105,185,20,215
5,54,19,1,-105,185,20,215
5,55,44,1,-100,185,20,215
5,56,25,0,-100,180,20,215
5,57,20,0,-110,180,35,215
5,58,15,1,-110,185,35,215
5,59,39,1,-105,185,35,215
5,60,11,1,-100,185,35,215
5,61,46,0,-110,185,35,230
5,62,7,1,-105,185,35,230
5,63,41,1,-100,175,35,230
5,64,22,0,-110,175,45,230
5,65,5,0,-120,175,50,230
5,66,18,0,-150,175,50,260
5,67,16,1,-150,175,40,260
5,68,43,0,-130,175,30,260
5,69,6,1,-140,175,30,270
5,70,30,0,-140,175,20,295
5,71,48,0,-140,175,20,325
5,72,36,1,-140,185,20,325
5,73,42,1,-140,190,20,325
5,74,41,1,-135,180,20,325
5,75,17,0,-155,200,20,325
5,76,40,0,-155,210,10,325
5,77,12,1,-150,210,10,325
5,78,4,1,-140,210,10,325
5,79,42,1,-140,215,10,325
5,80,3,1,-150,215,10,335
5,81,5,0,-160,215,15,335
5,82,16,1,-160,215,5,335
5,83,37,0,-175,235,5,335
5,84,33,0,-145,235,5,335
5,85,22,0,-155,235,15,335
5,86,46,1,-150,235,15,335
5,87,8,0,-150,240,5,335
5,88,42,0,-165,240,5,350
5,89,6,1,-175,240,5,360
5,90,7,1,-170,240,5,360
5,91,11,1,-165,240,5,360
5,92,13,0,-165,240,5,380
5,93,44,0,-165,240,15,390
5,94,46,1,-160,240,15,390
5,95,12,1,-155,240,15,390
5,96,27,1,-155,255,10,390
5,97,1,0,-145,255,0,390
5,98,45,0,-145,255,0,405
5,99,15,1,-145,260,0,405
6,0,7,0,35,60,50,50
6,1,26,0,25,60,50,60
6,2,46,0,15,60,50,75
6,3,1,1,5,60,50,80
6,4,22,1,5,65,40,80
6,5,23,0,-5,65,40,90
